code,codeDescription,addressCounty,addressState,patientAge,patientSex,count
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Colbert County,AL,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Cumberland County,NC,65-84,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Delaware County,PA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Duval County,FL,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Duval County,FL,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Etowah County,AL,45-64,Female,4
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Etowah County,AL,65-84,Female,5
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Florence County,SC,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Florence County,SC,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Gloucester County,VA,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Greenville County,SC,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Greenville County,SC,65-84,Female,4
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Halifax County,VA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Halifax County,VA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Hall County,GA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Hall County,GA,65-84,Female,4
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Henderson County,NC,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Henrico County,VA,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Henrico County,VA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Henry County,VA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Horry County,SC,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Horry County,SC,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Indian River County,FL,65-84,Female,6
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Indian River County,FL,85+,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Jefferson County,AL,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Jefferson County,AL,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Kent County,MI,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lancaster County,SC,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lancaster County,SC,65-84,Female,3
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lee County,AL,19-44,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lee County,AL,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lee County,AL,65-84,Female,6
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lowndes County,GA,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Lowndes County,GA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Madison County,AL,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Madison County,AL,45-64,Female,4
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Madison County,AL,65-84,Female,3
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Mobile County,AL,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Montgomery County,VA,45-64,Female,11
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Montgomery County,VA,65-84,Female,7
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Muscogee County,GA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Natchitoches Parish,LA,45-64,Female,4
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Natchitoches Parish,LA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,New Hanover County,NC,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Newport News City County,VA,45-64,Female,4
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Newport News City County,VA,65-84,Female,8
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Okaloosa County,FL,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Orangeburg County,SC,45-64,Female,3
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Orangeburg County,SC,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Ouachita Parish,LA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Ouachita Parish,LA,65-84,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Palm Beach County,FL,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Palm Beach County,FL,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Pasquotank County,NC,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Polk County,NC,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Portsmouth City County,VA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Prince William County,VA,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Prince William County,VA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Pulaski County,VA,85+,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Rapides Parish,LA,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Rapides Parish,LA,45-64,Female,3
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Rapides Parish,LA,65-84,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Roanoke County,VA,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Roanoke County,VA,45-64,Male,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Roanoke County,VA,65-84,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Rockbridge County,VA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Spartanburg County,SC,14-18,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Spartanburg County,SC,19-44,Female,6
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Spartanburg County,SC,45-64,Female,17
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Spartanburg County,SC,65-84,Female,15
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Spotsylvania County,VA,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Sullivan County,TN,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Sumter County,SC,45-64,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Sumter County,SC,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Tallapoosa County,AL,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Tallapoosa County,AL,65-84,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Tangipahoa Parish,LA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Tazewell County,VA,45-64,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Washington County,VA,19-44,Female,1
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Washington County,VA,45-64,Female,5
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Washington County,VA,65-84,Female,2
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,Wythe County,VA,45-64,Female,3
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,York County,SC,19-44,Female,3
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,York County,SC,45-64,Female,5
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,York County,SC,65-84,Female,5
C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,York County,SC,85+,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Aiken County,SC,45-64,Female,2
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Aiken County,SC,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Augusta County,VA,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Augusta County,VA,45-64,Female,5
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Augusta County,VA,65-84,Female,9
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Charleston County,SC,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Clay County,FL,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Clay County,FL,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Coffee County,AL,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Coffee County,AL,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Colbert County,AL,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Coweta County,GA,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Etowah County,AL,45-64,Female,2
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Etowah County,AL,65-84,Female,2
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Greenville County,SC,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Greenville County,SC,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Horry County,SC,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Horry County,SC,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Jefferson County,AL,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Jefferson County,AL,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Kanawha County,WV,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Lee County,AL,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Macomb County,MI,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Macomb County,MI,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Madison County,AL,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Montgomery County,VA,45-64,Female,2
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Montgomery County,VA,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Muscogee County,GA,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Newport News City County,VA,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Okaloosa County,FL,45-64,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Okaloosa County,FL,65-84,Female,2
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Ouachita Parish,LA,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Palm Beach County,FL,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Roanoke County,VA,45-64,Female,2
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Roanoke County,VA,65-84,Female,3
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Russell County,AL,65-84,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Spartanburg County,SC,45-64,Female,4
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Spartanburg County,SC,65-84,Female,5
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Spartanburg County,SC,85+,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Washington County,VA,19-44,Female,1
C50.419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,York County,SC,45-64,Female,4
C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,Clay County,FL,45-64,Male,1
C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,Greenville County,SC,65-84,Male,1
C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,Montgomery County,VA,19-44,Male,1
C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,Orangeburg County,SC,65-84,Male,1
C50.422,Malignant neoplasm of upper-outer quadrant of left male breast,Spartanburg County,SC,45-64,Male,1
C50.422,Malignant neoplasm of upper-outer quadrant of left male breast,Spartanburg County,SC,65-84,Male,1
C50.429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Palm Beach County,FL,45-64,Male,1
C50.429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Rowan County,NC,45-64,Male,1
C50.429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Washington County,VA,65-84,Male,1
C50.5,Malignant neoplasm of lower-outer quadrant of breast,Cumberland County,NC,19-44,Female,1
C50.5,Malignant neoplasm of lower-outer quadrant of breast,Cumberland County,NC,65-84,Female,1
C50.5,Malignant neoplasm of lower-outer quadrant of breast,Halifax County,VA,45-64,Female,2
C50.5,Malignant neoplasm of lower-outer quadrant of breast,Palm Beach County,FL,65-84,Female,1
C50.5,Malignant neoplasm of lower-outer quadrant of breast,Spartanburg County,SC,65-84,Female,1
C50.51,"Malignant neoplasm of lower-outer quadrant of breast, female",Augusta County,VA,65-84,Female,1
C50.51,"Malignant neoplasm of lower-outer quadrant of breast, female",Lancaster County,SC,65-84,Female,1
C50.51,"Malignant neoplasm of lower-outer quadrant of breast, female",St. Landry Parish,LA,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Aiken County,SC,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Anderson County,SC,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Cumberland County,NC,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Delaware County,PA,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,East Baton Rouge Parish,LA,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Florence County,SC,45-64,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Haywood County,NC,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Henrico County,VA,45-64,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Jefferson County,AL,65-84,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Lee County,AL,19-44,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Lee County,AL,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Lee County,AL,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Lowndes County,GA,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Madison County,AL,19-44,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Madison County,AL,45-64,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Madison County,AL,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Montgomery County,VA,19-44,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Montgomery County,VA,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Montgomery County,VA,65-84,Female,3
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Natchitoches Parish,LA,45-64,Female,3
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Newport News City County,VA,19-44,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Newport News City County,VA,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Newport News City County,VA,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Okaloosa County,FL,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Ouachita Parish,LA,45-64,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Palm Beach County,FL,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Pinellas County,FL,19-44,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Spartanburg County,SC,19-44,Female,4
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Spartanburg County,SC,45-64,Female,4
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Spartanburg County,SC,65-84,Female,1
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,Tangipahoa Parish,LA,45-64,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,York County,SC,45-64,Female,2
C50.511,Malignant neoplasm of lower-outer quadrant of right female breast,York County,SC,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Aiken County,SC,19-44,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Alleghany County,VA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Augusta County,VA,65-84,Female,2
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Cumberland County,NC,19-44,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Etowah County,AL,65-84,Female,2
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Gaston County,NC,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Halifax County,VA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Halifax County,VA,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Henrico County,VA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Henrico County,VA,65-84,Female,2
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Horry County,SC,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Lancaster County,SC,65-84,Female,2
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Madison County,AL,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Madison County,AL,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Mecklenburg County,NC,19-44,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Montgomery County,VA,45-64,Female,2
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Montgomery County,VA,65-84,Female,2
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Newport News City County,VA,19-44,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Newport News City County,VA,45-64,Female,6
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Newport News City County,VA,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Okaloosa County,FL,19-44,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Orangeburg County,SC,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Portsmouth City County,VA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Rapides Parish,LA,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Roanoke County,VA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Spartanburg County,SC,19-44,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Spartanburg County,SC,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Spartanburg County,SC,65-84,Female,3
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Sumter County,SC,65-84,Female,3
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Tallapoosa County,AL,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Tallapoosa County,AL,65-84,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Tangipahoa Parish,LA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,Washington County,VA,45-64,Female,1
C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,York County,SC,45-64,Female,3
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Augusta County,VA,45-64,Female,2
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Palm Beach County,FL,85+,Female,1
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Prince William County,VA,45-64,Female,1
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Smyth County,VA,65-84,Female,1
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Spartanburg County,SC,45-64,Female,1
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Spartanburg County,SC,65-84,Female,1
C50.519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,York County,SC,19-44,Female,1
C50.521,Malignant neoplasm of lower-outer quadrant of right male breast,Bexar County,TX,45-64,Male,1
C50.521,Malignant neoplasm of lower-outer quadrant of right male breast,Sumter County,SC,45-64,Male,1
C50.522,Malignant neoplasm of lower-outer quadrant of left male breast,Halifax County,VA,65-84,Male,1
C50.6,Malignant neoplasm of axillary tail of breast,Aiken County,SC,65-84,Female,1
C50.6,Malignant neoplasm of axillary tail of breast,Haywood County,NC,45-64,Female,1
C50.6,Malignant neoplasm of axillary tail of breast,Newport News City County,VA,65-84,Female,2
C50.61,"Malignant neoplasm of axillary tail of breast, female",Roanoke County,VA,45-64,Female,1
C50.61,"Malignant neoplasm of axillary tail of breast, female",Rowan County,NC,45-64,Female,1
C50.61,"Malignant neoplasm of axillary tail of breast, female",Sumter County,SC,19-44,Female,1
C50.61,"Malignant neoplasm of axillary tail of breast, female",Sumter County,SC,45-64,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Cumberland County,NC,19-44,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Greenville County,SC,45-64,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Greenville County,SC,65-84,Female,4
C50.611,Malignant neoplasm of axillary tail of right female breast,Greenville County,SC,85+,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Halifax County,VA,65-84,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Henrico County,VA,65-84,Female,3
C50.611,Malignant neoplasm of axillary tail of right female breast,Jefferson County,AL,19-44,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Jefferson County,AL,45-64,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Ouachita Parish,LA,65-84,Male,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Pasquotank County,NC,45-64,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Prince William County,VA,65-84,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Rowan County,NC,45-64,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Smyth County,VA,45-64,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Spartanburg County,SC,19-44,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Spartanburg County,SC,45-64,Female,2
C50.611,Malignant neoplasm of axillary tail of right female breast,Spartanburg County,SC,65-84,Female,1
C50.611,Malignant neoplasm of axillary tail of right female breast,Spotsylvania County,VA,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Genesee County,MI,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Greenville County,SC,19-44,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Greenville County,SC,65-84,Female,4
C50.612,Malignant neoplasm of axillary tail of left female breast,Henrico County,VA,19-44,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Henrico County,VA,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Henrico County,VA,65-84,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Lee County,AL,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Montour County,PA,19-44,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Okaloosa County,FL,14-18,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Roanoke County,VA,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Rowan County,NC,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Tangipahoa Parish,LA,45-64,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,Thomas County,GA,65-84,Female,1
C50.612,Malignant neoplasm of axillary tail of left female breast,York County,SC,45-64,Female,1
C50.619,Malignant neoplasm of axillary tail of unspecified female breast,Charleston County,SC,65-84,Female,1
C50.622,Malignant neoplasm of axillary tail of left male breast,Halifax County,VA,65-84,Male,3
C50.811,Malignant neoplasm of overlapping sites of right female breast,Augusta County,VA,65-84,Female,2
C50.811,Malignant neoplasm of overlapping sites of right female breast,Charleston County,SC,19-44,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Clay County,FL,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Coffee County,AL,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Duval County,FL,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Etowah County,AL,65-84,Female,2
C50.811,Malignant neoplasm of overlapping sites of right female breast,Etowah County,AL,85+,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Giles County,VA,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Giles County,VA,65-84,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Henrico County,VA,45-64,Female,3
C50.811,Malignant neoplasm of overlapping sites of right female breast,Jefferson County,AL,19-44,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Jefferson County,AL,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Madison County,AL,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Montgomery County,VA,45-64,Female,4
C50.811,Malignant neoplasm of overlapping sites of right female breast,Montgomery County,VA,65-84,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Newport News City County,VA,19-44,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Newport News City County,VA,65-84,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Orangeburg County,SC,45-64,Female,3
C50.811,Malignant neoplasm of overlapping sites of right female breast,Ouachita Parish,LA,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Ouachita Parish,LA,65-84,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Pasquotank County,NC,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Roanoke County,VA,45-64,Female,3
C50.811,Malignant neoplasm of overlapping sites of right female breast,Roanoke County,VA,65-84,Female,2
C50.811,Malignant neoplasm of overlapping sites of right female breast,Spartanburg County,SC,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,Sumter County,SC,45-64,Female,2
C50.811,Malignant neoplasm of overlapping sites of right female breast,Sumter County,SC,65-84,Female,2
C50.811,Malignant neoplasm of overlapping sites of right female breast,Washington County,VA,45-64,Female,1
C50.811,Malignant neoplasm of overlapping sites of right female breast,York County,SC,19-44,Female,1
