entryDate,code,codeDescription,fips,addressCounty,count
2022-08-16,C18.7,Malignant neoplasm of sigmoid colon,1055,Etowah County,1
2022-08-16,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,2
2022-08-16,C18.9,"Malignant neoplasm of colon, unspecified",51161,Roanoke County,1
2022-08-16,C25.9,"Malignant neoplasm of pancreas, unspecified",1069,Houston County,1
2022-08-16,C34,Malignant neoplasm of bronchus and lung,12061,Indian River County,2
2022-08-16,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",1055,Etowah County,1
2022-08-16,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2022-08-16,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2022-08-16,C43,Malignant melanoma of skin,37159,Rowan County,1
2022-08-16,C50.1,Malignant neoplasm of central portion of breast,1055,Etowah County,1
2022-08-16,C50.119,Malignant neoplasm of central portion of unspecified female breast,51087,Henrico County,1
2022-08-16,C50.212,Malignant neoplasm of upper-inner quadrant of left female breast,1055,Etowah County,1
2022-08-16,C50.312,Malignant neoplasm of lower-inner quadrant of left female breast,1055,Etowah County,1
2022-08-16,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,1055,Etowah County,1
2022-08-16,C50.811,Malignant neoplasm of overlapping sites of right female breast,1055,Etowah County,1
2022-08-16,C50.812,Malignant neoplasm of overlapping sites of left female breast,1055,Etowah County,1
2022-08-16,C50.911,Malignant neoplasm of unspecified site of right female breast,1055,Etowah County,1
2022-08-16,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,1
2022-08-16,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51191,Washington County,1
2022-08-16,C50.922,Malignant neoplasm of unspecified site of left male breast,1089,Madison County,2
2022-08-16,C50.929,Malignant neoplasm of unspecified site of unspecified male breast,1089,Madison County,1
2022-08-16,C61,Malignant neoplasm of prostate,1089,Madison County,1
2022-08-16,C61,Malignant neoplasm of prostate,1113,Russell County,1
2022-08-16,C61,Malignant neoplasm of prostate,22073,Ouachita Parish,1
2022-08-16,C61,Malignant neoplasm of prostate,45051,Horry County,1
2022-08-16,C67.3,Malignant neoplasm of anterior wall of bladder,45079,Richland County,1
2022-08-16,C67.9,"Malignant neoplasm of bladder, unspecified",37087,Haywood County,1
2022-08-16,C67.9,"Malignant neoplasm of bladder, unspecified",45091,York County,1
2022-08-16,C67.9,"Malignant neoplasm of bladder, unspecified",51121,Montgomery County,1
2022-08-16,C73,Malignant neoplasm of thyroid gland,45019,Charleston County,2
2022-08-16,C73,Malignant neoplasm of thyroid gland,51089,Henry County,1
2022-08-16,C92.10,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",1055,Etowah County,1
2022-08-17,C18,Malignant neoplasm of colon,45051,Horry County,1
2022-08-17,C18.2,Malignant neoplasm of ascending colon,51161,Roanoke County,2
2022-08-17,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,1
2022-08-17,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2022-08-17,C18.9,"Malignant neoplasm of colon, unspecified",45091,York County,1
2022-08-17,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,1
2022-08-17,C18.9,"Malignant neoplasm of colon, unspecified",51153,Prince William County,1
2022-08-17,C18.9,"Malignant neoplasm of colon, unspecified",51161,Roanoke County,1
2022-08-17,C25.9,"Malignant neoplasm of pancreas, unspecified",22017,Caddo Parish,1
2022-08-17,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2022-08-17,C43.62,"Malignant melanoma of left upper limb, including shoulder",1055,Etowah County,1
2022-08-17,C43.9,"Malignant melanoma of skin, unspecified",51087,Henrico County,1
2022-08-17,C50,Malignant neoplasm of breast,37139,Pasquotank County,1
2022-08-17,C50.121,Malignant neoplasm of central portion of right male breast,37159,Rowan County,1
2022-08-17,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,1
2022-08-17,C50.912,Malignant neoplasm of unspecified site of left female breast,45045,Greenville County,1
2022-08-17,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,2
2022-08-17,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1073,Jefferson County,1
2022-08-17,C61,Malignant neoplasm of prostate,1089,Madison County,1
2022-08-17,C61,Malignant neoplasm of prostate,22017,Caddo Parish,1
2022-08-17,C67,Malignant neoplasm of bladder,1073,Jefferson County,1
2022-08-17,C67.9,"Malignant neoplasm of bladder, unspecified",22097,St. Landry Parish,1
2022-08-17,C73,Malignant neoplasm of thyroid gland,1055,Etowah County,1
2022-08-17,C73,Malignant neoplasm of thyroid gland,51121,Montgomery County,1
2022-08-17,C91.1,Chronic lymphocytic leukemia of B-cell type,45079,Richland County,1
2022-08-17,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,22097,St. Landry Parish,1
2022-08-17,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45079,Richland County,1
2022-08-17,C92.10,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",1055,Etowah County,1
2022-08-18,C18.2,Malignant neoplasm of ascending colon,51161,Roanoke County,1
2022-08-18,C18.7,Malignant neoplasm of sigmoid colon,45085,Sumter County,1
2022-08-18,C18.9,"Malignant neoplasm of colon, unspecified",1081,Lee County,1
2022-08-18,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,2
2022-08-18,C18.9,"Malignant neoplasm of colon, unspecified",45085,Sumter County,1
2022-08-18,C18.9,"Malignant neoplasm of colon, unspecified",51161,Roanoke County,1
2022-08-18,C18.9,"Malignant neoplasm of colon, unspecified",51590,Danville City County,1
2022-08-18,C34,Malignant neoplasm of bronchus and lung,12061,Indian River County,1
2022-08-18,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37021,Buncombe County,1
2022-08-18,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,1
2022-08-18,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2022-08-18,C50,Malignant neoplasm of breast,22097,St. Landry Parish,1
2022-08-18,C50.911,Malignant neoplasm of unspecified site of right female breast,51087,Henrico County,1
2022-08-18,C61,Malignant neoplasm of prostate,1073,Jefferson County,1
2022-08-18,C61,Malignant neoplasm of prostate,37159,Rowan County,1
2022-08-18,C61,Malignant neoplasm of prostate,51590,Danville City County,1
2022-08-18,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",1081,Lee County,1
2022-08-18,C73,Malignant neoplasm of thyroid gland,45019,Charleston County,1
2022-08-18,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45057,Lancaster County,1
2022-08-18,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45083,Spartanburg County,1
2022-08-18,C92.4,Acute promyelocytic leukemia,22073,Ouachita Parish,1
2022-08-18,C92.A,Acute myeloid leukemia with multilineage dysplasia,45051,Horry County,1
2022-08-19,C18.2,Malignant neoplasm of ascending colon,22079,Rapides Parish,1
2022-08-19,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2022-08-19,C18.9,"Malignant neoplasm of colon, unspecified",51590,Danville City County,1
2022-08-19,C25.0,Malignant neoplasm of head of pancreas,1055,Etowah County,2
2022-08-19,C25.0,Malignant neoplasm of head of pancreas,22079,Rapides Parish,1
2022-08-19,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51161,Roanoke County,1
2022-08-19,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",51700,Newport News City County,1
2022-08-19,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2022-08-19,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51161,Roanoke County,1
2022-08-19,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51700,Newport News City County,2
2022-08-19,C43.4,Malignant melanoma of scalp and neck,45045,Greenville County,1
2022-08-19,C50.911,Malignant neoplasm of unspecified site of right female breast,51087,Henrico County,1
2022-08-19,C50.912,Malignant neoplasm of unspecified site of left female breast,45045,Greenville County,2
2022-08-19,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45083,Spartanburg County,1
2022-08-19,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",51121,Montgomery County,1
2022-08-19,C91.1,Chronic lymphocytic leukemia of B-cell type,1073,Jefferson County,1
2022-08-20,C18.2,Malignant neoplasm of ascending colon,1073,Jefferson County,1
2022-08-20,C18.3,Malignant neoplasm of hepatic flexure,22079,Rapides Parish,1
2022-08-20,C18.6,Malignant neoplasm of descending colon,1073,Jefferson County,1
2022-08-20,C18.9,"Malignant neoplasm of colon, unspecified",22105,Tangipahoa Parish,1
2022-08-20,C18.9,"Malignant neoplasm of colon, unspecified",45045,Greenville County,1
2022-08-20,C25.0,Malignant neoplasm of head of pancreas,45083,Spartanburg County,1
2022-08-20,C25.2,Malignant neoplasm of tail of pancreas,1073,Jefferson County,1
2022-08-20,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45083,Spartanburg County,2
2022-08-20,C34.31,"Malignant neoplasm of lower lobe, right bronchus or lung",45083,Spartanburg County,1
2022-08-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1003,Baldwin County,1
2022-08-20,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,2
2022-08-20,C61,Malignant neoplasm of prostate,1055,Etowah County,2
2022-08-20,C67.1,Malignant neoplasm of dome of bladder,45083,Spartanburg County,1
2022-08-21,C18,Malignant neoplasm of colon,45083,Spartanburg County,1
2022-08-21,C18.2,Malignant neoplasm of ascending colon,51087,Henrico County,2
2022-08-21,C18.9,"Malignant neoplasm of colon, unspecified",51015,Augusta County,2
2022-08-21,C25.0,Malignant neoplasm of head of pancreas,45083,Spartanburg County,1
2022-08-21,C25.3,Malignant neoplasm of pancreatic duct,45083,Spartanburg County,1
2022-08-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37021,Buncombe County,1
2022-08-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2022-08-21,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2022-08-21,C50.911,Malignant neoplasm of unspecified site of right female breast,45003,Aiken County,1
2022-08-21,C50.911,Malignant neoplasm of unspecified site of right female breast,51121,Montgomery County,1
2022-08-21,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,51121,Montgomery County,1
2022-08-21,C61,Malignant neoplasm of prostate,12061,Indian River County,1
2022-08-21,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",12061,Indian River County,1
2022-08-21,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",1033,Colbert County,1
2022-08-21,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,1081,Lee County,1
2022-08-21,C92.Z1,"Other myeloid leukemia, in remission",51121,Montgomery County,1
2022-08-22,C18.3,Malignant neoplasm of hepatic flexure,22073,Ouachita Parish,1
2022-08-22,C18.7,Malignant neoplasm of sigmoid colon,1073,Jefferson County,2
2022-08-22,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,3
2022-08-22,C25.2,Malignant neoplasm of tail of pancreas,1055,Etowah County,1
2022-08-22,C25.2,Malignant neoplasm of tail of pancreas,1073,Jefferson County,1
2022-08-22,C34,Malignant neoplasm of bronchus and lung,12019,Clay County,2
2022-08-22,C34,Malignant neoplasm of bronchus and lung,22105,Tangipahoa Parish,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1073,Jefferson County,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1123,Tallapoosa County,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,13185,Lowndes County,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22011,Beauregard Parish,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,4
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37159,Rowan County,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45019,Charleston County,1
2022-08-22,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2022-08-22,C43,Malignant melanoma of skin,1081,Lee County,1
2022-08-22,C43,Malignant melanoma of skin,22017,Caddo Parish,1
2022-08-22,C43,Malignant melanoma of skin,37139,Pasquotank County,1
2022-08-22,C43.4,Malignant melanoma of scalp and neck,45045,Greenville County,1
2022-08-22,C43.61,"Malignant melanoma of right upper limb, including shoulder",51121,Montgomery County,2
2022-08-22,C50,Malignant neoplasm of breast,45045,Greenville County,4
2022-08-22,C50,Malignant neoplasm of breast,45083,Spartanburg County,2
2022-08-22,C50.112,Malignant neoplasm of central portion of left female breast,1055,Etowah County,1
2022-08-22,C50.112,Malignant neoplasm of central portion of left female breast,12019,Clay County,1
2022-08-22,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,1055,Etowah County,1
2022-08-22,C50.911,Malignant neoplasm of unspecified site of right female breast,45045,Greenville County,1
2022-08-22,C50.912,Malignant neoplasm of unspecified site of left female breast,51153,Prince William County,1
2022-08-22,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1073,Jefferson County,1
2022-08-22,C61,Malignant neoplasm of prostate,1055,Etowah County,1
2022-08-22,C61,Malignant neoplasm of prostate,37159,Rowan County,2
2022-08-22,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2022-08-22,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",1073,Jefferson County,1
2022-08-22,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",22011,Beauregard Parish,1
2022-08-22,C67.7,Malignant neoplasm of urachus,51087,Henrico County,2
2022-08-22,C67.9,"Malignant neoplasm of bladder, unspecified",1073,Jefferson County,1
2022-08-22,C73,Malignant neoplasm of thyroid gland,22011,Beauregard Parish,1
2022-08-22,C85.10,"Unspecified B-cell lymphoma, unspecified site",45083,Spartanburg County,1
2022-08-22,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,45045,Greenville County,1
2022-08-22,C92.0,Acute myeloblastic leukemia,45083,Spartanburg County,1
2022-08-22,C92.10,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",1055,Etowah County,1
2022-08-23,C18.0,Malignant neoplasm of cecum,51087,Henrico County,1
2022-08-23,C18.2,Malignant neoplasm of ascending colon,22073,Ouachita Parish,7
2022-08-23,C18.3,Malignant neoplasm of hepatic flexure,22073,Ouachita Parish,1
2022-08-23,C18.3,Malignant neoplasm of hepatic flexure,51087,Henrico County,1
2022-08-23,C18.7,Malignant neoplasm of sigmoid colon,51087,Henrico County,1
2022-08-23,C18.9,"Malignant neoplasm of colon, unspecified",51087,Henrico County,1
2022-08-23,C25.0,Malignant neoplasm of head of pancreas,51087,Henrico County,1
2022-08-23,C34,Malignant neoplasm of bronchus and lung,12019,Clay County,1
2022-08-23,C34.00,Malignant neoplasm of unspecified main bronchus,22073,Ouachita Parish,1
2022-08-23,C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",22073,Ouachita Parish,1
2022-08-23,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",1055,Etowah County,1
2022-08-23,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1113,Russell County,1
2022-08-23,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22073,Ouachita Parish,1
2022-08-23,C43,Malignant melanoma of skin,51087,Henrico County,1
2022-08-23,C43,Malignant melanoma of skin,51121,Montgomery County,2
2022-08-23,C50,Malignant neoplasm of breast,1069,Houston County,1
2022-08-23,C50,Malignant neoplasm of breast,22011,Beauregard Parish,1
2022-08-23,C61,Malignant neoplasm of prostate,22073,Ouachita Parish,6
2022-08-23,C64.9,"Malignant neoplasm of unspecified kidney, except renal pelvis",45083,Spartanburg County,1
2022-08-23,C73,Malignant neoplasm of thyroid gland,45019,Charleston County,1
2022-08-24,C18.0,Malignant neoplasm of cecum,45045,Greenville County,1
2022-08-24,C18.2,Malignant neoplasm of ascending colon,1055,Etowah County,1
2022-08-24,C18.3,Malignant neoplasm of hepatic flexure,51087,Henrico County,1
2022-08-24,C18.7,Malignant neoplasm of sigmoid colon,1073,Jefferson County,1
2022-08-24,C18.7,Malignant neoplasm of sigmoid colon,1081,Lee County,1
2022-08-24,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,1
2022-08-24,C18.9,"Malignant neoplasm of colon, unspecified",51087,Henrico County,1
2022-08-24,C18.9,"Malignant neoplasm of colon, unspecified",51089,Henry County,1
2022-08-24,C25.0,Malignant neoplasm of head of pancreas,1073,Jefferson County,1
2022-08-24,C25.0,Malignant neoplasm of head of pancreas,45083,Spartanburg County,1
2022-08-24,C25.2,Malignant neoplasm of tail of pancreas,1055,Etowah County,1
2022-08-24,C25.2,Malignant neoplasm of tail of pancreas,1073,Jefferson County,1
2022-08-24,C25.9,"Malignant neoplasm of pancreas, unspecified",1073,Jefferson County,1
2022-08-24,C25.9,"Malignant neoplasm of pancreas, unspecified",51087,Henrico County,1
2022-08-24,C34,Malignant neoplasm of bronchus and lung,12019,Clay County,1
2022-08-24,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1073,Jefferson County,3
2022-08-24,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1081,Lee County,1
2022-08-24,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,22105,Tangipahoa Parish,1
2022-08-24,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2022-08-24,C34.91,Malignant neoplasm of unspecified part of right bronchus or lung,22073,Ouachita Parish,1
2022-08-24,C43,Malignant melanoma of skin,45083,Spartanburg County,2
2022-08-24,C50,Malignant neoplasm of breast,45083,Spartanburg County,1
2022-08-24,C50.312,Malignant neoplasm of lower-inner quadrant of left female breast,1055,Etowah County,1
2022-08-24,C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,1055,Etowah County,1
2022-08-24,C50.512,Malignant neoplasm of lower-outer quadrant of left female breast,1055,Etowah County,1
2022-08-24,C50.811,Malignant neoplasm of overlapping sites of right female breast,1055,Etowah County,1
2022-08-24,C50.912,Malignant neoplasm of unspecified site of left female breast,1055,Etowah County,1
2022-08-24,C50.912,Malignant neoplasm of unspecified site of left female breast,22073,Ouachita Parish,1
2022-08-24,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12019,Clay County,1
2022-08-24,C54.1,Malignant neoplasm of endometrium,51121,Montgomery County,1
2022-08-24,C61,Malignant neoplasm of prostate,1055,Etowah County,1
2022-08-24,C61,Malignant neoplasm of prostate,1073,Jefferson County,1
2022-08-24,C61,Malignant neoplasm of prostate,37087,Haywood County,2
2022-08-24,C61,Malignant neoplasm of prostate,45083,Spartanburg County,1
2022-08-24,C61,Malignant neoplasm of prostate,51121,Montgomery County,2
2022-08-24,C64.1,"Malignant neoplasm of right kidney, except renal pelvis",13215,Muscogee County,1
2022-08-24,C67.9,"Malignant neoplasm of bladder, unspecified",51087,Henrico County,1
2022-08-24,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",1073,Jefferson County,1
2022-08-25,C18,Malignant neoplasm of colon,1055,Etowah County,1
2022-08-25,C18.1,Malignant neoplasm of appendix,51087,Henrico County,1
2022-08-25,C18.9,"Malignant neoplasm of colon, unspecified",1055,Etowah County,1
2022-08-25,C18.9,"Malignant neoplasm of colon, unspecified",22073,Ouachita Parish,1
2022-08-25,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",37129,New Hanover County,1
2022-08-25,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",12019,Clay County,1
2022-08-25,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37021,Buncombe County,1
2022-08-25,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37129,New Hanover County,1
2022-08-25,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51087,Henrico County,1
2022-08-25,C43.9,"Malignant melanoma of skin, unspecified",45083,Spartanburg County,1
2022-08-25,C50,Malignant neoplasm of breast,37159,Rowan County,2
2022-08-25,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,1055,Etowah County,1
2022-08-25,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22011,Beauregard Parish,1
2022-08-25,C54.1,Malignant neoplasm of endometrium,45003,Aiken County,1
2022-08-25,C61,Malignant neoplasm of prostate,1081,Lee County,1
2022-08-25,C61,Malignant neoplasm of prostate,22011,Beauregard Parish,1
2022-08-25,C61,Malignant neoplasm of prostate,45007,Anderson County,1
2022-08-25,C61,Malignant neoplasm of prostate,51087,Henrico County,1
2022-08-25,C67.8,Malignant neoplasm of overlapping sites of bladder,51087,Henrico County,1
2022-08-25,C73,Malignant neoplasm of thyroid gland,1055,Etowah County,1
2022-08-25,C73,Malignant neoplasm of thyroid gland,37129,New Hanover County,1
2022-08-25,C73,Malignant neoplasm of thyroid gland,45083,Spartanburg County,1
2022-08-25,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",22073,Ouachita Parish,1
2022-08-25,C91.1,Chronic lymphocytic leukemia of B-cell type,1055,Etowah County,1
2022-08-25,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,1055,Etowah County,1
2022-08-26,C18,Malignant neoplasm of colon,51161,Roanoke County,1
2022-08-26,C18.5,Malignant neoplasm of splenic flexure,1097,Mobile County,1
2022-08-26,C18.6,Malignant neoplasm of descending colon,1055,Etowah County,1
2022-08-26,C18.9,"Malignant neoplasm of colon, unspecified",1033,Colbert County,1
2022-08-26,C18.9,"Malignant neoplasm of colon, unspecified",51087,Henrico County,3
2022-08-26,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,4
2022-08-26,C25.0,Malignant neoplasm of head of pancreas,1097,Mobile County,1
2022-08-26,C25.0,Malignant neoplasm of head of pancreas,22105,Tangipahoa Parish,2
2022-08-26,C25.0,Malignant neoplasm of head of pancreas,51087,Henrico County,1
2022-08-26,C25.2,Malignant neoplasm of tail of pancreas,46103,Pennington County,1
2022-08-26,C25.3,Malignant neoplasm of pancreatic duct,51121,Montgomery County,1
2022-08-26,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45083,Spartanburg County,1
2022-08-26,C34.9,Malignant neoplasm of unspecified part of bronchus or lung,51121,Montgomery County,2
2022-08-26,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,37129,New Hanover County,1
2022-08-26,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2022-08-26,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51121,Montgomery County,1
2022-08-26,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51191,Washington County,1
2022-08-26,C43.21,Malignant melanoma of right ear and external auricular canal,1055,Etowah County,1
2022-08-26,C50.912,Malignant neoplasm of unspecified site of left female breast,1055,Etowah County,1
2022-08-26,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,12019,Clay County,1
2022-08-26,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,22073,Ouachita Parish,2
2022-08-26,C61,Malignant neoplasm of prostate,1055,Etowah County,1
2022-08-26,C61,Malignant neoplasm of prostate,45091,York County,1
2022-08-26,C64.2,"Malignant neoplasm of left kidney, except renal pelvis",1081,Lee County,1
2022-08-26,C67.9,"Malignant neoplasm of bladder, unspecified",1055,Etowah County,1
2022-08-26,C67.9,"Malignant neoplasm of bladder, unspecified",51161,Roanoke County,1
2022-08-26,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",45083,Spartanburg County,1
2022-08-26,C85.90,"Non-Hodgkin lymphoma, unspecified, unspecified site",51087,Henrico County,2
2022-08-26,C91.1,Chronic lymphocytic leukemia of B-cell type,1055,Etowah County,1
2022-08-26,C91.10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,12019,Clay County,1
2022-08-26,C92.10,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",51087,Henrico County,1
2022-08-26,C92.50,"Acute myelomonocytic leukemia, not having achieved remission",51087,Henrico County,1
2022-08-28,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45083,Spartanburg County,1
2022-08-29,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2022-08-29,C18.2,Malignant neoplasm of ascending colon,22079,Rapides Parish,1
2022-08-29,C18.7,Malignant neoplasm of sigmoid colon,12061,Indian River County,1
2022-08-29,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45051,Horry County,1
2022-08-29,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51143,Pittsylvania County,1
2022-08-29,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,51700,Newport News City County,1
2022-08-29,C50.912,Malignant neoplasm of unspecified site of left female breast,1073,Jefferson County,1
2022-08-29,C61,Malignant neoplasm of prostate,1055,Etowah County,2
2022-08-29,C67,Malignant neoplasm of bladder,1055,Etowah County,1
2022-08-30,C18.1,Malignant neoplasm of appendix,37155,Robeson County,1
2022-08-30,C18.9,"Malignant neoplasm of colon, unspecified",1089,Madison County,1
2022-08-30,C18.9,"Malignant neoplasm of colon, unspecified",12061,Indian River County,1
2022-08-30,C18.9,"Malignant neoplasm of colon, unspecified",45083,Spartanburg County,1
2022-08-30,C25.9,"Malignant neoplasm of pancreas, unspecified",1055,Etowah County,1
2022-08-30,C25.9,"Malignant neoplasm of pancreas, unspecified",45083,Spartanburg County,2
2022-08-30,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",45045,Greenville County,1
2022-08-30,C34.12,"Malignant neoplasm of upper lobe, left bronchus or lung",1081,Lee County,1
2022-08-30,C43,Malignant melanoma of skin,37087,Haywood County,1
2022-08-30,C43,Malignant melanoma of skin,45083,Spartanburg County,1
2022-08-30,C50,Malignant neoplasm of breast,45083,Spartanburg County,1
2022-08-30,C50,Malignant neoplasm of breast,51121,Montgomery County,1
2022-08-30,C50.911,Malignant neoplasm of unspecified site of right female breast,12031,Duval County,1
2022-08-30,C50.911,Malignant neoplasm of unspecified site of right female breast,22073,Ouachita Parish,1
2022-08-30,C50.911,Malignant neoplasm of unspecified site of right female breast,45083,Spartanburg County,1
2022-08-30,C50.912,Malignant neoplasm of unspecified site of left female breast,45083,Spartanburg County,1
2022-08-30,C50.912,Malignant neoplasm of unspecified site of left female breast,51121,Montgomery County,1
2022-08-30,C50.919,Malignant neoplasm of unspecified site of unspecified female breast,45083,Spartanburg County,1
2022-08-30,C54.1,Malignant neoplasm of endometrium,45083,Spartanburg County,1
2022-08-30,C91.1,Chronic lymphocytic leukemia of B-cell type,45083,Spartanburg County,1
2022-08-31,C18.2,Malignant neoplasm of ascending colon,1073,Jefferson County,1
2022-08-31,C18.2,Malignant neoplasm of ascending colon,12031,Duval County,1
2022-08-31,C18.9,"Malignant neoplasm of colon, unspecified",51121,Montgomery County,1
2022-08-31,C34.0,Malignant neoplasm of main bronchus,45083,Spartanburg County,1
2022-08-31,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,1081,Lee County,1
2022-08-31,C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,45045,Greenville County,1
2022-08-31,C43,Malignant melanoma of skin,51185,Tazewell County,1
2022-08-31,C50.311,Malignant neoplasm of lower-inner quadrant of right female breast,1073,Jefferson County,1
