preceptorID,specialty,name,addressSubpremise,addressStreetNumber,addressStreetRoute,addressNeighborhood,addressLocality,addressDistrict,addressCounty,addressState,addressCountry,addressPostalCode,addressPostalCodeSuffix,addressFormatted,geoLatitude,geoLongitude
13859,Surgery,"Rapides Regional Medical Center",NULL,211,"4th Street",NULL,Alexandria,NULL,"Rapides Parish",LA,US,71301,NULL,"211 4th St, Alexandria, LA 71301, USA",31.3148575,-92.4499512
13860,ophthalmology,"Wagner Macula & Retina Center",NULL,NULL,NULL,NULL,"Virginia Beach",NULL,NULL,VA,NULL,23462,NULL,"5520 Greenwich Road, Suite 504, Virginia Beach VA 23462",NULL,NULL
13861,Neurology,"Crestwood Medical Center",NULL,1,"Hospital Drive Southwest",NULL,Huntsville,NULL,"Madison County",AL,US,35801,NULL,"1 Hospital Drive Southwest, Huntsville, AL 35801, USA",34.6933823,-86.5725174
13862,"Internal Medicine","Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13863,Allergy/Immunology,"Allergy Partners of Hampton Roads",NULL,NULL,NULL,NULL,Williamsburg,NULL,NULL,VA,NULL,23185,NULL,"1144 Professional Drive, Williamsburg VA 23185",NULL,NULL
13864,Urogynecology,"Carilion Roanoke Memorial Hospital",NULL,1906,"Belleview Avenue Southeast",NULL,Roanoke,NULL,NULL,VA,US,24014,NULL,"1906 Belleview Ave SE, Roanoke, VA 24014, USA",37.2513466,-79.9417038
13865,Neurology,"Riverside Regional Medical Center",NULL,500,"J Clyde Morris Boulevard",Warwick,"Newport News",NULL,NULL,VA,US,23601,1929,"500 J Clyde Morris Blvd, Newport News, VA 23601, USA",37.0638924,-76.4831161
13866,"Family Medicine","Shoals Primary Care",NULL,2122,"Helton Drive",NULL,Florence,NULL,"Lauderdale County",AL,US,35630,1449,"2122 Helton Drive, Florence, AL 35630, USA",34.8316040,-87.6667709
13867,"Physical Medicine/Rehabilitation","Carilion Clinic Institute for Orthopaedics and Neurosciences",NULL,NULL,NULL,NULL,Roanoke,NULL,NULL,VA,NULL,24014,NULL,"2331 Franklin Road SW, Roanoke VA 24014",NULL,NULL
13868,Nephrology,"Eastern Nephrology, PC",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35235,NULL,"48 Medical Park Drive East, Suite 151, Birmingham AL 35235",NULL,NULL
13869,Hospitalist,"East Alabama Medical Center",NULL,2000,"Pepperell Parkway",NULL,Opelika,NULL,"Lee County",AL,US,36801,NULL,"2000 Pepperell Pkwy, Opelika, AL 36801, USA",32.6389351,-85.4046478
13870,"Family Medicine","Spartanburg Regional Medical Center",NULL,101,"E Wood St",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"101 E Wood St, Spartanburg, SC 29303, USA",34.9671631,-81.9402313
13871,"Emergency Medicine","Beauregard Health System",NULL,600,"South Pine Street",NULL,DeRidder,NULL,"Beauregard Parish",LA,US,70634,4942,"600 S Pine St, DeRidder, LA 70634, USA",30.8414364,-93.2878342
13872,"Internal Medicine","Aiken Regional Medical Center",NULL,302,"University Pkwy",NULL,Aiken,NULL,"Aiken County",SC,US,29801,NULL,"302 University Pkwy, Aiken, SC 29801, USA",33.5712395,-81.7618408
13873,"Internal Medicine","Carilion Clinic, Department of Internal Medicine",NULL,3,"Riverside Circle",NULL,Roanoke,NULL,NULL,VA,US,24016,4955,"3 Riverside Circle, Roanoke, VA 24016, USA",37.2557907,-79.9428711
13875,"Internal Medicine","Bon Secours Saint Francis Health System",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,SC,NULL,29601,NULL,"1 Saint Francis Drive, Greenville SC 29601",NULL,NULL
13876,"Internal Medicine","Spartanburg Regional Medical Center",NULL,101,"E Wood St",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"101 E Wood St, Spartanburg, SC 29303, USA",34.9671631,-81.9402313
13877,Rheumatology,"Mary Washington Rheumatology",NULL,NULL,NULL,NULL,Fredricksburg,NULL,NULL,VA,NULL,22401,NULL,"1101 Sam Perry Blvd, #410, Fredricksburg VA 22401",NULL,NULL
13878,"Vascular Surgery","Piedmont Physicians Surgical Specialists",NULL,NULL,NULL,NULL,Columbus,NULL,NULL,GA,NULL,31901,NULL,"920 18th Street, Columbus GA 31901",NULL,NULL
13879,"Family Medicine","Mary Washington Primary Care and Pediatrics",#100,8051,"Prosperity Way",NULL,"Ruther Glen",NULL,"Caroline County",VA,US,22546,NULL,"8051 Prosperity Way #100, Ruther Glen, VA 22546, USA",38.0198402,-77.5108337
13881,"Internal Medicine","Wythe County Community Hospital",NULL,600,"West Ridge Road",NULL,Wytheville,NULL,"Wythe County",VA,US,24382,NULL,"600 W Ridge Rd, Wytheville, VA 24382, USA",36.9546585,-81.0971985
13883,"Family Medicine","LewisGale Montgomery",NULL,NULL,NULL,NULL,Blacksburg,NULL,NULL,VA,NULL,24060,NULL,"3700 South Main Street, Blacksburg VA 24060",NULL,NULL
13884,"Radiation Oncology","Haywood Regional Medical Center",NULL,262,"Leroy George Drive",NULL,Clyde,NULL,"Haywood County",NC,US,28721,NULL,"262 Leroy George Dr, Clyde, NC 28721, USA",35.5253487,-82.9426651
13885,"Emergency Medicine","CHRISTUS St. Frances Cabrini Hospital",NULL,3330,"Masonic Drive",NULL,Alexandria,NULL,"Rapides Parish",LA,US,71301,NULL,"3330 Masonic Dr, Alexandria, LA 71301, USA",31.2833061,-92.4619904
13886,OB/GYN,"Beauregard Women's Health Center",NULL,NULL,NULL,NULL,DeRidder,NULL,NULL,LA,NULL,70634,NULL,"206 W. 5th Street, DeRidder LA 70634",NULL,NULL
13887,"Family Medicine","Carilion Clinic Family Medicine - Radford","suite 120",701,"Randolph Street",NULL,Radford,NULL,NULL,VA,US,24141,NULL,"701 Randolph St suite 120, Radford, VA 24141, USA",37.1293373,-80.5683212
13888,"Family Medicine","Cahaba Medical Care Foundation",NULL,NULL,NULL,NULL,Centreville,NULL,NULL,AL,NULL,35042,NULL,"405 Belcher Street, Centreville AL 35042",NULL,NULL
13889,anesthesiology,"Grandview Medical Center",NULL,3690,"Grandview Parkway",Overton,Birmingham,NULL,"Jefferson County",AL,US,35243,NULL,"3690 Grandview Pkwy, Birmingham, AL 35243, USA",33.4334183,-86.7179642
13890,Radiology,"Jack Hughston Memorial Hospital",NULL,4401,"Riverchase Drive",NULL,"Phenix City",NULL,"Russell County",AL,US,36867,7483,"4401 Riverchase Dr, Phenix City, AL 36867, USA",32.5080719,-85.0088806
13891,"Emergency Medicine","Haywood Regional Medical Center",NULL,262,"Leroy George Drive",NULL,Clyde,NULL,"Haywood County",NC,US,28721,NULL,"262 Leroy George Dr, Clyde, NC 28721, USA",35.5253487,-82.9426651
13892,Pediatrics,"Mountain States Medical Group Pediatrics",210,2204,"Pavilion Dr",NULL,Kingsport,NULL,"Sullivan County",TN,US,37660,NULL,"2204 Pavilion Dr #210, Kingsport, TN 37660, USA",36.5538177,-82.5148087
13893,Cardiology,"St. Francis Medical Center",NULL,309,"Jackson Street",NULL,Monroe,NULL,"Ouachita Parish",LA,US,71201,NULL,"309 Jackson St, Monroe, LA 71201, USA",32.4993553,-92.1140823
13894,"Internal Medicine","Riverside Regional Medical Center",NULL,500,"J Clyde Morris Boulevard",Warwick,"Newport News",NULL,NULL,VA,US,23601,1929,"500 J Clyde Morris Blvd, Newport News, VA 23601, USA",37.0638924,-76.4831161
13895,"Vascular Medicine","Sentara Northern Virginia Medical Center",NULL,2300,"Opitz Boulevard",NULL,Woodbridge,NULL,"Prince William County",VA,US,22191,NULL,"2300 Opitz Blvd, Woodbridge, VA 22191, USA",38.6367111,-77.2856064
13896,"Family Medicine","Family Medicine of Lake Ridge","STE 201",3401,"Commission Court",NULL,Woodbridge,NULL,"Prince William County",VA,US,22192,1771,"3401 Commission Ct STE 201, Woodbridge, VA 22192, USA",38.6859894,-77.3136978
13897,Neonatology/NICU,"Rapides Women's and Children's Hospital",NULL,501,"Medical Center Drive",NULL,Alexandria,NULL,"Rapides Parish",LA,US,71301,NULL,"501 Medical Center Dr, Alexandria, LA 71301, USA",31.3133430,-92.4501495
13899,"infectious diseases","St. Francis Medical Center",NULL,309,"Jackson Street",NULL,Monroe,NULL,"Ouachita Parish",LA,US,71201,NULL,"309 Jackson St, Monroe, LA 71201, USA",32.4993553,-92.1140823
13900,OB/GYN,"Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13901,"Family Medicine","South Baldwin Regional Medical Center",NULL,1613,"North McKenzie Street",NULL,Foley,NULL,"Baldwin County",AL,US,36535,NULL,"1613 N McKenzie St, Foley, AL 36535, USA",30.4260941,-87.6843109
13902,"Internal Medicine","Spartanburg Regional Medical Center",NULL,101,"E Wood St",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"101 E Wood St, Spartanburg, SC 29303, USA",34.9671631,-81.9402313
13903,hematology/oncology,"Bon Secours Saint Francis Health System",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,SC,NULL,29601,NULL,"1 Saint Francis Drive, Greenville SC 29601",NULL,NULL
13904,Pediatrics,"Treasure Coast Community Health",NULL,NULL,"U.S. Highway 1",NULL,Sebastian,NULL,"Indian River County",FL,US,32958,NULL,"US-1, Sebastian, FL 32958, USA",27.7854729,-80.4974060
13905,Pediatrics,"Munif Pediatrics",NULL,4,"Westwood Medical Park",NULL,Bluefield,Eastern,"Tazewell County",VA,US,24605,NULL,"4 Westwood Medical Park, Bluefield, VA 24605, USA",37.2414055,-81.2439651
13906,Psychiatry,"Orange Park Medical Center - Psychiatry",NULL,NULL,NULL,NULL,"Orange Park",NULL,NULL,FL,NULL,32073,NULL,"462 Kinglsey Avenue, Suite 102, Orange Park FL 32073",NULL,NULL
13907,Cardiology,"North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
13908,Cardiology,"Grand Strand Medical Center",NULL,809,"82nd Parkway",NULL,"Myrtle Beach",NULL,"Horry County",SC,US,29572,NULL,"809 82nd Pkwy, Myrtle Beach, SC 29572, USA",33.7583427,-78.8200989
13909,"infectious diseases","St. Francis Medical Center",NULL,309,"Jackson Street",NULL,Monroe,NULL,"Ouachita Parish",LA,US,71201,NULL,"309 Jackson St, Monroe, LA 71201, USA",32.4993553,-92.1140823
13910,Pulmonology,"LewisGale Medical Center",NULL,1900,"Electric Road",NULL,Salem,NULL,NULL,VA,US,24153,NULL,"1900 Electric Rd, Salem, VA 24153, USA",37.2634735,-80.0317154
13911,Endocrinology,"Willis Knighton Health System",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71103,NULL,"2600 Greenwood Rd, Shreveport LA 71103",NULL,NULL
13913,"Internal Medicine","RMC Cardiology",NULL,NULL,NULL,NULL,"MUSC Orangeburg",NULL,NULL,SC,NULL,29118,NULL,"2664 St. Matthews Road, MUSC Orangeburg SC 29118",NULL,NULL
13914,"Family Medicine","First Choice Family Care",NULL,NULL,NULL,NULL,Wytheville,NULL,NULL,VA,NULL,24382,NULL,"360 Virginia Avenue, Wytheville VA 24382",NULL,NULL
13915,"Family Medicine","Community Health Center of the New River Valley",NULL,215,"Roanoke St",NULL,Christiansburg,B-01,"Montgomery County",VA,US,24073,3025,"215 Roanoke St, Christiansburg, VA 24073, USA",37.1298447,-80.4022293
13916,"Family Medicine","Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13917,"Internal Medicine","Cleveland Clinic Indian River Hospital",NULL,1000,"36th Street",NULL,"Vero Beach",NULL,"Indian River County",FL,US,32960,4862,"1000 36th St, Vero Beach, FL 32960, USA",27.6590061,-80.3930283
13918,Pediatrics,"North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
13919,"General Surgery","Roper St. Francis",NULL,NULL,NULL,NULL,Charleston,NULL,NULL,SC,NULL,29414,NULL,"2095 Henry Tecklenburg Dr., Charleston SC 29414",NULL,NULL
13920,"Sports Medicine","Cleveland Clinic Primary Care of the Treasure Coast",NULL,NULL,NULL,NULL,"Vero Beach",NULL,NULL,FL,NULL,32960,NULL,"1265 36th Street, Vero Beach FL 32960",NULL,NULL
13921,"Internal Medicine","LewisGale Montgomery",NULL,NULL,NULL,NULL,Blacksburg,NULL,NULL,VA,NULL,24060,NULL,"3700 South Main Street, Blacksburg VA 24060",NULL,NULL
13922,"Family Medicine","WKB Hyperbaric and Wound Care Center",NULL,NULL,NULL,NULL,"Bossier City",NULL,NULL,LA,NULL,71111,NULL,"2300 Hospital Drive, Suite 130, Bossier City LA 71111",NULL,NULL
13923,"Family Medicine","Carilion Clinic North Roanoke Family Medicine",NULL,6415,"Peters Creek Rd",NULL,Hollins,Hollins,"Roanoke County",VA,US,24019,4021,"6415 Peters Creek Rd, Hollins, VA 24019, USA",37.3439751,-79.9628372
13924,anesthesiology,"Grandview Medical Center-Birmingham",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35243,NULL,"3690 Grandview Pkwy, Birmingham AL 35243",NULL,NULL
13925,anesthesiology,"Cleveland Clinic Indian River Hospital",NULL,1000,"36th Street",NULL,"Vero Beach",NULL,"Indian River County",FL,US,32960,4862,"1000 36th St, Vero Beach, FL 32960, USA",27.6590061,-80.3930283
13926,"Thoracic Surgery","Roper St. Francis",NULL,NULL,NULL,NULL,Charleston,NULL,NULL,SC,NULL,29414,NULL,"2095 Henry Tecklenburg Dr., Charleston SC 29414",NULL,NULL
13928,"Orthopedic Surgery","Carilion Clinic Orthopedics",NULL,3,"Riverside Circle",NULL,Roanoke,NULL,NULL,VA,US,24016,4955,"3 Riverside Circle, Roanoke, VA 24016, USA",37.2557907,-79.9428711
13929,"Emergency Medicine","Riverside Regional Medical Center",NULL,500,"J Clyde Morris Boulevard",Warwick,"Newport News",NULL,NULL,VA,US,23601,1929,"500 J Clyde Morris Blvd, Newport News, VA 23601, USA",37.0638924,-76.4831161
13930,Endocrinology,"Tidewater Physicians Multispecialty Group, Nephrology",201,860,"Omni Blvd","Central Newport News","Newport News",NULL,NULL,VA,US,23606,NULL,"860 Omni Blvd #201, Newport News, VA 23606, USA",37.0872231,-76.4667511
13931,"Family Medicine","Eagle Harbor, Primary Care",NULL,13478,"Carrollton Blvd",NULL,Carrollton,Carrollton,"Isle of Wight County",VA,US,23314,NULL,"13478 Carrollton Blvd, Carrollton, VA 23314, USA",36.9539452,-76.5323181
13932,hematology/oncology,"Sentara CarePlex Hospital",NULL,3000,"Coliseum Drive","Coliseum Central",Hampton,NULL,NULL,VA,US,23666,NULL,"3000 Coliseum Dr, Hampton, VA 23666, USA",37.0568428,-76.3901672
13933,Gastroenterology,"Salem Veterans Affairs Medical Center",NULL,1970,"Roanoke Blvd",NULL,Salem,NULL,NULL,VA,US,24153,NULL,"1970 Roanoke Blvd, Salem, VA 24153, USA",37.2759743,-80.0238724
13934,"Radiation Oncology","UAB-Department of Radiation Oncology",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35211,NULL,"1720 2nd Avenue South, 176F2232, Birmingham AL 35211",NULL,NULL
13935,"Family Medicine","Crestwood Medical Center",NULL,1,"Hospital Drive Southwest",NULL,Huntsville,NULL,"Madison County",AL,US,35801,NULL,"1 Hospital Drive Southwest, Huntsville, AL 35801, USA",34.6933823,-86.5725174
13936,"Family Medicine","SMC - Center for Family Medicine - Chesnee",NULL,702,"South Alabama Avenue",NULL,Chesnee,NULL,"Spartanburg County",SC,US,29323,1504,"702 S Alabama Ave, Chesnee, SC 29323, USA",35.1380768,-81.8620911
13937,"Pulmonary Disease","Self Regional Medical Center",NULL,1325,"Spring Street",NULL,Greenwood,NULL,"Greenwood County",SC,US,29646,NULL,"1325 Spring St, Greenwood, SC 29646, USA",34.1759033,-82.1567688
13938,"Emergency Medicine","Carolinas HealthCare System University",NULL,8800,"N Tryon St","University City South",Charlotte,"1, Charlotte","Mecklenburg County",NC,US,28262,NULL,"8800 N Tryon St, Charlotte, NC 28262, USA",35.3066292,-80.7473526
13939,"Urology/Urological Surgery","Tidewater Physicians Multispecialty Group, Nephrology",201,860,"Omni Blvd","Central Newport News","Newport News",NULL,NULL,VA,US,23606,NULL,"860 Omni Blvd #201, Newport News, VA 23606, USA",37.0872231,-76.4667511
13940,Neurosurgery,"Riverside Hampton Roads Neurosurgical and Spine Specialists",410,12200,"Warwick Blvd",Warwick,"Newport News",NULL,NULL,VA,US,23601,NULL,"12200 Warwick Blvd #410, Newport News, VA 23601, USA",37.0613098,-76.4862823
13941,Pediatrics,"New Beginnings",NULL,NULL,NULL,NULL,Blacksburg,NULL,NULL,VA,NULL,24060,NULL,"3708 South Main Street, Suite B, Blacksburg VA 24060",NULL,NULL
13942,OMM,"VCOM Sports and Osteopathic Medicine","Suite 2100",1691,"Innovation Drive",University,Blacksburg,E-01,"Montgomery County",VA,US,24060,7017,"1691 Innovation Drive Suite 2100, Blacksburg, VA 24060, USA",37.2079201,-80.4194183
13943,Dermatology,"Parks Dermatology Center",NULL,NULL,NULL,NULL,"Palm Coast",NULL,NULL,FL,NULL,32137,NULL,"37 Old Kings Road, Palm Coast FL 32137",NULL,NULL
13945,OB/GYN,"Johnston Memorial Hospital",NULL,16000,"Johnston Memorial Drive",NULL,Abingdon,NULL,"Washington County",VA,US,24211,NULL,"16000 Johnston Mem Dr, Abingdon, VA 24211, USA",36.7228470,-81.9118729
13946,OB/GYN,"Mary Washington Hospital",NULL,1001,"Sam Perry Boulevard",NULL,Fredericksburg,NULL,NULL,VA,US,22401,NULL,"1001 Sam Perry Blvd, Fredericksburg, VA 22401, USA",38.3109779,-77.4830933
13947,Pediatrics,"West Carroll Medical Clinic",NULL,502,"Ross Street",NULL,"Oak Grove",NULL,"West Carroll Parish",LA,US,71263,9706,"502 Ross St, Oak Grove, LA 71263, USA",32.8654747,-91.3826828
13948,"Internal Medicine","Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13949,anesthesiology,"MUSC - Lancaster Medical Center",NULL,NULL,NULL,NULL,"MUSC Lancaster",NULL,NULL,SC,NULL,29720,NULL,"800 West Meeting Street, MUSC Lancaster SC 29720",NULL,NULL
13950,Hospitalist,"Sentara Northern Virginia Medical Center",NULL,2300,"Opitz Boulevard",NULL,Woodbridge,NULL,"Prince William County",VA,US,22191,NULL,"2300 Opitz Blvd, Woodbridge, VA 22191, USA",38.6367111,-77.2856064
13951,"Family Medicine","Spartanburg Regional Medical Center",NULL,101,"E Wood St",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"101 E Wood St, Spartanburg, SC 29303, USA",34.9671631,-81.9402313
13952,"Emergency Medicine","Helen Keller Hospital",NULL,1300,"S Montgomery Ave",NULL,Sheffield,NULL,"Colbert County",AL,US,35660,6334,"1300 S Montgomery Ave, Sheffield, AL 35660, USA",34.7464828,-87.6989136
13954,Allergy/Immunology,"Allergy & Asthma Associates of SW VA",NULL,2955,"Market St NE",NULL,Christiansburg,B-01,"Montgomery County",VA,US,24073,6575,"2955 Market St NE, Christiansburg, VA 24073, USA",37.1698456,-80.4194946
13955,Dermatology,"Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13956,"Emergency Medicine","Riverside Regional Medical Center",NULL,500,"J Clyde Morris Boulevard",Warwick,"Newport News",NULL,NULL,VA,US,23601,1929,"500 J Clyde Morris Blvd, Newport News, VA 23601, USA",37.0638924,-76.4831161
13957,"Orthopedic Surgery","Sentara Halifax Regional Hospital",NULL,2204,"Wilborn Ave",NULL,"South Boston",8,"Halifax County",VA,US,24592,NULL,"2204 Wilborn Ave, South Boston, VA 24592, USA",36.7121124,-78.9127655
13958,Podiatry,"Avoyelles Hospital",NULL,4231,"Louisiana 1192",NULL,Marksville,NULL,"Avoyelles Parish",LA,US,71351,NULL,"4231 LA-1192, Marksville, LA 71351, USA",31.1435127,-92.0631027
13959,"Family Medicine","W.G. Hefner VA Medical Center",NULL,1408,"N Long St",NULL,Salisbury,Salisbury,"Rowan County",NC,US,28144,3740,"1408 N Long St, Salisbury, NC 28144, USA",35.6751404,-80.4516296
13960,Neurology,"Advanced Neurospine LLC",NULL,NULL,NULL,NULL,Manassas,NULL,NULL,VA,NULL,20110,NULL,"9303 Center Street, Suite 200, Manassas VA 20110",NULL,NULL
13962,Nephrology,"Blue Ridge Nephrology Associates",190,2900,"Lamb Cir",NULL,Christiansburg,D-01,"Montgomery County",VA,US,24073,NULL,"2900 Lamb Cir #190, Christiansburg, VA 24073, USA",37.0888557,-80.5051575
13963,Otolaryngology,"Huntsville Ear Nose & Throat",NULL,285,"Chateau Dr SW",NULL,Huntsville,NULL,"Madison County",AL,US,35801,6401,"285 Chateau Dr SW, Huntsville, AL 35801, USA",34.6939201,-86.5748520
13964,Radiology,"Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13965,"General Surgery","Sentara Halifax General Surgery",NULL,2212,"Wilborn Ave",NULL,"South Boston",8,"Halifax County",VA,US,24592,NULL,"2212 Wilborn Ave, South Boston, VA 24592, USA",36.7126617,-78.9140320
13966,Dermatology,"Dermatology Specialists of Alabama",NULL,NULL,NULL,NULL,Auburn,NULL,NULL,AL,NULL,36830,NULL,"1543 Professional Pkwy, Auburn AL 36830",NULL,NULL
13967,"Urology/Urological Surgery","North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
13968,Nephrology,"Carilion Clinic Pediatric Endocrinology",NULL,NULL,NULL,NULL,Roanoke,NULL,NULL,VA,NULL,24018,NULL,"4348 Electric Road, Roanoke VA 24018",NULL,NULL
13969,Pulmonology,"Salem Veterans Affairs Medical Center",NULL,1970,"Roanoke Blvd",NULL,Salem,NULL,NULL,VA,US,24153,NULL,"1970 Roanoke Blvd, Salem, VA 24153, USA",37.2759743,-80.0238724
13970,"Internal Medicine","Auburn Primary Care",NULL,1719,"Catherine Court",NULL,Auburn,NULL,"Lee County",AL,US,36830,NULL,"1719 Catherine Ct, Auburn, AL 36830, USA",32.6143227,-85.4497070
13971,Pediatrics,"Robert Lamberts",NULL,NULL,NULL,NULL,Augusta,NULL,NULL,GA,NULL,30907,NULL,"119 Davis Road, Suite 4A, Augusta GA 30907",NULL,NULL
13972,Surgery,"Northern Louisiana Medical Center",NULL,401,"East Vaughn Avenue",NULL,Ruston,NULL,"Lincoln Parish",LA,US,71270,NULL,"401 E Vaughn Ave, Ruston, LA 71270, USA",32.5170860,-92.6336060
13974,"Orthopedic Surgery","North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
13975,"Family Medicine","Primary Medical Associates-EAMC",NULL,NULL,NULL,NULL,Auburn,NULL,NULL,AL,NULL,36830,NULL,"1171 Gatewood Drive, Bld #102, Auburn AL 36830",NULL,NULL
13976,Cardiology,"Palmetto Health Tuomey",NULL,129,"North Washington Street",NULL,Sumter,NULL,"Sumter County",SC,US,29150,NULL,"129 N Washington St, Sumter, SC 29150, USA",33.9235992,-80.3430099
13977,"Family Medicine","Lewis Gale Physicians-Valley View Family Medicine GME",NULL,NULL,NULL,NULL,Roanoke,NULL,NULL,VA,NULL,24012,NULL,"4910 Valley View Blvd, NW, Roanoke VA 24012",NULL,NULL
13978,Radiology,"Montgomery Radiology Associates",1,3700,"S Main St","Farmview - Ramble",Blacksburg,E-01,"Montgomery County",VA,US,24060,7017,"3700 S Main St #1, Blacksburg, VA 24060, USA",37.1874847,-80.4112854
13979,ophthalmology,"Gadsden Eye Associates",NULL,310,"South 5th Street",NULL,Gadsden,NULL,"Etowah County",AL,US,35901,NULL,"310 S 5th St, Gadsden, AL 35901, USA",34.0097923,-86.0070724
13980,"Foot and Ankle Surgery / Podiatry","CaroMont Foot & Ankle",NULL,NULL,NULL,NULL,Gastonia,NULL,NULL,NULL,NULL,28054,NULL,"2391 Court Dr., Gastonia 28054",NULL,NULL
13981,Neurology,"St. Francis Hospital",NULL,1,"St Francis Dr",Sterling,Greenville,NULL,"Greenville County",SC,US,29601,NULL,"1 St Francis Dr, Greenville, SC 29601, USA",34.8403740,-82.4214401
13982,"Family Medicine","Elizabeth Lakes Family Practice",NULL,191,"Fox Hill Rd","Willow Oaks",Hampton,NULL,NULL,VA,US,23669,NULL,"191 Fox Hill Rd, Hampton, VA 23669, USA",37.0562019,-76.3295593
13984,"Family Medicine","Blue Ridge Community Health Services - Brevard",NULL,NULL,NULL,NULL,Brevard,NULL,NULL,NC,NULL,28712,NULL,"29 W. French Broad St, Ste 202, Brevard NC 28712",NULL,NULL
13985,"Family Medicine","TPMG Denbigh Family Medicine",NULL,NULL,NULL,NULL,"Newport News",NULL,NULL,VA,NULL,23602,NULL,"13347 Warwick Blvd, Newport News VA 23602",NULL,NULL
13986,Pediatrics,"Carilion Roanoke Memorial Hospital",NULL,1906,"Belleview Avenue Southeast",NULL,Roanoke,NULL,NULL,VA,US,24014,NULL,"1906 Belleview Ave SE, Roanoke, VA 24014, USA",37.2513466,-79.9417038
13987,hematology/oncology,"Mary Bird Perkins Cancer Center",NULL,NULL,NULL,NULL,"Baton Rouge",NULL,NULL,LA,NULL,70809,NULL,"4950 Essen Lane, Baton Rouge LA 70809",NULL,NULL
13988,Pediatrics,"Willis Knighton Health System",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71103,NULL,"2600 Greenwood Rd, Shreveport LA 71103",NULL,NULL
13990,Rheumatology,"Hadley Medical Center",NULL,NULL,NULL,NULL,Mobile,NULL,NULL,AL,NULL,36617,NULL,"572 Stanton Road, Mobile AL 36617",NULL,NULL
13991,"Family Medicine","Lawson Family Medicine and Aesthetics",NULL,1454,"Roanoke Road",NULL,Daleville,Amsterdam,"Botetourt County",VA,US,24083,2935,"1454 Roanoke Rd, Daleville, VA 24083, USA",37.4056396,-79.9134445
13992,"Internal Medicine","Willis Knighton Health System",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71103,NULL,"2600 Greenwood Rd, Shreveport LA 71103",NULL,NULL
13993,Allergy/Immunology,"Alabama Allergy, Asthma, and Sinus Care",NULL,NULL,NULL,NULL,Madison,NULL,NULL,AL,NULL,35758,NULL,"101 Westover Circle, Suite C, Madison AL 35758",NULL,NULL
13994,OB/GYN,"Elle OB/GYN, LLC",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,SC,NULL,29615,NULL,"800 Pelham Rd, Ste 200, Greenville SC 29615",NULL,NULL
